TermBits,InChannels,ClassCount,WeightBits,DSPCount,LC,FF,LC_dsp0
3,1,20,5,5,1200,326,1267
3,2,25,5,0,3064,21,3064
3,2,25,5,1,984,328,3064
3,2,25,5,5,2105,412,3064
3,3,13,5,0,2459,28,2459
3,3,13,5,1,601,213,2459
3,5,2,5,0,663,42,663
3,5,2,5,1,180,110,663
3,5,2,5,2,219,130,663
3,5,14,5,0,4298,42,4298
3,5,14,5,1,598,254,4298
3,5,14,5,2,790,274,4298
3,5,14,5,7,1358,383,4298
3,5,16,5,0,4907,42,4907
3,5,16,5,1,648,276,4907
3,5,16,5,2,795,296,4907
3,5,16,5,4,1125,344,4907
3,5,16,5,8,1630,426,4907
3,7,4,5,0,1853,56,1853
3,7,4,5,1,285,150,1853
3,7,4,5,2,354,170,1853
3,7,4,5,4,468,216,1853
3,7,12,5,0,5464,56,5464
3,7,12,5,1,562,246,5464
3,7,12,5,2,761,266,5464
3,7,12,5,3,798,286,5464
3,7,12,5,4,961,314,5464
3,7,12,5,6,1127,354,5464
3,11,5,5,0,3683,84,3683
3,11,5,5,1,430,200,3683
3,11,5,5,5,798,292,3683
3,18,5,5,0,6091,133,6091
3,18,5,5,1,496,257,6091
3,18,5,5,5,821,354,6091
3,25,4,5,0,6687,182,6687
3,25,4,5,1,532,290,6687
3,25,4,5,2,610,312,6687
3,25,4,5,4,762,364,6687
3,1,1,6,0,77,14,77
3,1,1,6,1,88,67,77
3,1,20,6,0,1436,14,1436
3,1,20,6,1,822,272,1436
3,1,20,6,2,1042,293,1436
3,1,20,6,4,1526,341,1436
3,1,20,6,5,1754,361,1436
3,3,20,6,0,4181,28,4181
3,3,20,6,1,758,309,4181
3,3,20,6,2,1081,331,4181
3,3,20,6,4,1402,382,4181
3,3,20,6,5,1471,405,4181
3,9,1,6,0,746,70,746
3,9,1,6,1,212,134,746
3,9,4,6,0,2799,70,2799
3,9,4,6,1,339,178,2799
3,9,4,6,2,426,202,2799
3,9,4,6,4,595,257,2799
3,9,7,6,0,4867,70,4867
3,9,7,6,1,470,220,4867
3,9,7,6,7,1026,374,4867
3,9,8,6,0,5560,70,5560
3,9,8,6,1,495,234,5560
3,9,8,6,2,634,258,5560
3,9,8,6,4,810,314,5560
3,9,8,6,8,1205,412,5560
3,22,2,6,0,3513,161,3513
3,22,2,6,1,417,244,3513
3,22,2,6,2,466,269,3513
3,25,1,6,0,2130,182,2130
3,25,1,6,1,409,250,2130
3,26,3,6,0,6230,189,6230
3,26,3,6,1,519,290,6230
3,26,3,6,3,679,347,6230
3,29,3,6,0,6923,210,6923
3,29,3,6,1,573,311,6923
3,29,3,6,3,714,368,6923
3,32,3,6,0,7602,231,7602
3,32,3,6,1,584,336,7602
3,32,3,6,3,745,395,7602
3,1,1,7,0,87,14,87
3,1,1,7,1,93,71,87
3,1,25,7,0,2168,14,2168
3,1,25,7,1,901,350,2168
3,1,25,7,5,1927,453,2168
3,2,9,7,0,1469,21,1469
3,2,9,7,1,499,188,1469
3,2,9,7,3,816,243,1469
3,3,3,7,0,777,28,777
3,3,3,7,1,217,117,777
3,3,3,7,3,354,171,777
3,7,7,7,0,4242,56,4242
3,7,7,7,1,439,207,4242
3,7,7,7,7,1008,371,4242
3,8,4,7,0,2832,63,2832
3,8,4,7,1,318,176,2832
3,8,4,7,2,408,203,2832
3,8,4,7,4,605,263,2832
3,8,5,7,0,3543,63,3543
3,8,5,7,1,438,194,3543
3,8,5,7,5,958,308,3543
3,14,5,7,0,6276,105,6276
3,14,5,7,1,537,238,6276
3,14,5,7,5,1047,353,6276
3,26,3,7,0,7014,189,7014
3,26,3,7,1,530,296,7014
3,26,3,7,3,690,359,7014
3,27,2,7,0,4919,196,4919
3,27,2,7,1,486,284,4919
3,27,2,7,2,539,312,4919
3,28,3,7,0,7705,203,7705
3,28,3,7,1,556,310,7705
3,28,3,7,3,715,373,7705
3,30,2,7,0,5617,217,5617
3,30,2,7,1,517,305,5617
3,30,2,7,2,571,333,5617
3,1,1,8,0,99,14,99
3,1,1,8,1,98,75,99
3,1,8,8,0,765,14,765
3,1,8,8,1,419,166,765
3,1,8,8,2,545,193,765
3,1,8,8,4,770,251,765
3,1,8,8,8,1208,365,765
3,1,23,8,0,2130,14,2130
3,1,23,8,1,1048,354,2130
3,2,8,8,0,1456,21,1456
3,2,8,8,1,384,183,1456
3,2,8,8,2,525,211,1456
3,2,8,8,4,711,272,1456
3,2,8,8,8,1113,386,1456
3,3,10,8,0,2823,28,2823
3,3,10,8,1,498,221,2823
3,3,10,8,2,654,249,2823
3,3,10,8,5,1011,340,2823
3,4,11,8,0,4166,35,4166
3,4,11,8,1,688,254,4166
3,5,10,8,0,4883,42,4883
3,5,10,8,1,664,248,4883
3,5,10,8,2,884,277,4883
3,5,10,8,5,1444,372,4883
3,6,6,8,0,3509,49,3509
3,6,6,8,1,460,196,3509
3,6,6,8,2,632,225,3509
3,6,6,8,3,725,260,3509
3,6,6,8,6,1119,348,3509
3,7,8,8,0,5539,56,5539
3,7,8,8,1,574,231,5539
3,7,8,8,2,726,260,5539
3,7,8,8,4,1043,325,5539
3,7,8,8,8,1615,443,5539
3,17,4,8,0,6986,126,6986
3,17,4,8,1,476,255,6986
3,17,4,8,2,566,286,6986
3,17,4,8,4,767,356,6986
3,25,3,8,0,7601,182,7601
3,25,3,8,1,537,295,7601
3,25,3,8,3,705,364,7601
3,30,2,8,0,6253,217,6253
3,30,2,8,1,523,310,6253
3,30,2,8,2,578,341,6253
4,1,1,2,0,40,16,40
4,1,1,2,1,81,60,40
4,4,29,2,0,3352,43,3352
4,4,29,2,1,913,357,3352
4,6,13,2,0,2237,61,2237
4,6,13,2,1,521,229,2237
4,8,7,2,0,1699,79,1699
4,8,7,2,1,364,189,1699
4,8,7,2,7,743,264,1699
4,9,2,2,0,597,88,597
4,9,2,2,1,241,147,597
4,9,2,2,2,273,159,597
4,13,7,2,0,2787,124,2787
4,13,7,2,1,467,236,2787
4,13,7,2,7,833,311,2787
4,14,9,2,0,3899,133,3899
4,14,9,2,1,541,266,3899
4,14,9,2,3,747,291,3899
4,18,9,2,0,5001,169,5001
4,18,9,2,1,681,314,5001
4,18,9,2,3,923,340,5001
4,28,5,2,0,4455,259,4455
4,28,5,2,1,657,361,4455
4,28,5,2,5,957,414,4455
4,28,7,2,0,6118,259,6118
4,28,7,2,1,747,381,6118
4,28,7,2,7,1288,462,6118
4,29,1,2,0,1144,268,1144
4,29,1,2,1,503,321,1144
4,29,6,2,0,5563,268,5563
4,29,6,2,1,708,380,5563
4,29,6,2,2,796,393,5563
4,29,6,2,3,874,406,5563
4,29,6,2,6,1170,447,5563
4,1,1,3,0,55,16,55
4,1,1,3,1,82,62,55
4,2,7,3,0,637,25,637
4,2,7,3,1,279,133,637
4,2,7,3,7,666,223,637
4,2,14,3,0,1227,25,1227
4,2,14,3,1,472,200,1227
4,2,14,3,2,627,214,1227
4,2,14,3,7,1094,291,1227
4,3,19,3,0,2391,34,2391
4,3,19,3,1,639,259,2391
4,3,23,3,0,2992,34,2992
4,3,23,3,1,733,296,2992
4,5,8,3,0,1821,52,1821
4,5,8,3,1,442,182,1821
4,5,8,3,2,550,197,1821
4,5,8,3,4,743,228,1821
4,5,8,3,8,1132,296,1821
4,5,22,3,0,4737,52,4737
4,5,22,3,1,959,329,4737
4,5,22,3,2,1210,344,4737
4,6,20,3,0,5343,61,5343
4,6,20,3,1,885,318,5343
4,6,20,3,2,1122,333,5343
4,6,20,3,4,1603,364,5343
4,6,20,3,5,1806,380,5343
4,14,9,3,0,5932,133,5932
4,14,9,3,1,591,288,5932
4,14,9,3,3,848,321,5932
4,15,5,3,0,3574,142,3574
4,15,5,3,1,469,250,3574
4,15,5,3,5,724,315,3574
4,27,5,3,0,6515,250,6515
4,27,5,3,1,680,366,6515
4,27,5,3,5,1031,435,6515
4,28,3,3,0,4153,259,4153
4,28,3,3,1,581,347,4153
4,28,3,3,3,713,381,4153
4,1,1,4,0,71,16,71
4,1,1,4,1,83,64,71
4,3,7,4,0,1287,34,1287
4,3,7,4,1,384,154,1287
4,3,7,4,7,951,263,1287
4,3,17,4,0,3091,34,3091
4,3,17,4,1,771,261,3091
4,3,20,4,0,3697,34,3697
4,3,20,4,1,849,291,3697
4,3,20,4,2,1085,308,3697
4,3,20,4,4,1549,343,3697
4,3,20,4,5,1783,367,3697
4,4,10,4,0,2488,43,2488
4,4,10,4,1,450,208,2488
4,4,10,4,2,580,226,2488
4,4,10,4,5,876,286,2488
4,5,2,4,0,663,52,663
4,5,2,4,1,187,119,663
4,5,2,4,2,225,137,663
4,5,6,4,0,1893,52,1893
4,5,6,4,1,337,170,1893
4,5,6,4,2,423,188,1893
4,5,6,4,3,529,207,1893
4,5,6,4,6,723,268,1893
4,5,18,4,0,5519,52,5519
4,5,18,4,1,732,310,5519
4,5,18,4,2,958,328,5519
4,5,18,4,3,1088,346,5519
4,5,18,4,6,1615,408,5519
4,18,5,4,0,6050,169,6050
4,18,5,4,1,527,292,6050
4,18,5,4,5,851,381,6050
4,21,3,4,0,4303,196,4303
4,21,3,4,1,498,289,4303
4,21,3,4,3,632,330,4303
4,24,3,4,0,4906,223,4906
4,24,3,4,1,529,317,4906
4,24,3,4,3,657,357,4906
4,25,4,4,0,6721,232,6721
4,25,4,4,1,583,339,6721
4,25,4,4,2,650,359,6721
4,25,4,4,4,801,400,6721
4,1,1,5,0,89,16,89
4,1,1,5,1,88,68,89
4,2,5,5,0,802,25,802
4,2,5,5,1,258,131,802
4,2,5,5,5,534,215,802
4,3,9,5,0,2162,34,2162
4,3,9,5,1,421,189,2162
4,3,9,5,3,690,230,2162
4,3,15,5,0,3534,34,3534
4,3,15,5,1,611,256,3534
4,3,15,5,3,933,296,3534
4,3,15,5,5,1245,344,3534
4,3,24,5,0,5705,34,5705
4,3,24,5,1,884,359,5705
4,3,24,5,2,1169,379,5705
4,3,24,5,3,1340,399,5705
4,3,24,5,4,1607,427,5705
4,3,24,5,6,1914,467,5705
4,3,24,5,8,2504,509,5705
4,5,7,5,0,2850,52,2850
4,5,7,5,1,455,192,2850
4,5,7,5,7,1093,326,2850
4,6,10,5,0,4930,61,4930
4,6,10,5,1,615,240,4930
4,6,10,5,2,737,261,4930
4,6,10,5,5,1176,332,4930
4,10,5,5,0,4248,97,4248
4,10,5,5,1,419,220,4248
4,10,5,5,5,740,316,4248
4,16,1,5,0,1486,151,1486
4,16,1,5,1,320,216,1486
4,19,4,5,0,6408,178,6408
4,19,4,5,1,510,292,6408
4,19,4,5,2,596,315,6408
4,19,4,5,4,791,369,6408
4,27,3,5,0,7127,250,7127
4,27,3,5,1,593,350,7127
4,27,3,5,3,741,396,7127
4,29,3,5,0,7728,268,7728
4,29,3,5,1,629,368,7728
4,29,3,5,3,767,414,7728
4,1,1,6,0,99,16,99
4,1,1,6,1,93,72,99
4,2,8,6,0,1472,25,1472
4,2,8,6,1,430,175,1472
4,2,8,6,2,554,198,1472
4,2,8,6,4,779,249,1472
4,2,8,6,8,1204,343,1472
4,2,12,6,0,2168,25,2168
4,2,12,6,1,588,227,2168
4,2,12,6,2,784,250,2168
4,2,12,6,3,983,278,2168
4,2,12,6,4,1108,302,2168
4,2,12,6,6,1424,348,2168
4,4,2,6,0,772,43,772
4,4,2,6,1,186,118,772
4,4,2,6,2,233,142,772
4,4,13,6,0,4934,43,4934
4,4,13,6,1,624,273,4934
4,5,9,6,0,4221,52,4221
4,5,9,6,1,502,231,4221
4,5,9,6,3,822,285,4221
4,6,5,6,0,2852,61,2852
4,6,5,6,1,356,184,2852
4,6,5,6,5,681,287,2852
4,9,4,6,0,3514,88,3514
4,9,4,6,1,362,202,3514
4,9,4,6,2,461,227,3514
4,9,4,6,4,642,284,3514
4,21,3,6,0,6327,196,6327
4,21,3,6,1,520,301,6327
4,21,3,6,3,681,361,6327
4,23,3,6,0,6885,214,6885
4,23,3,6,1,546,320,6885
4,23,3,6,3,703,379,6885
4,26,3,6,0,7693,241,7693
4,26,3,6,1,582,347,7693
4,26,3,6,3,739,406,7693
4,28,2,6,0,5608,259,5608
4,28,2,6,1,553,346,5608
4,28,2,6,2,605,372,5608
4,1,1,7,0,114,16,114
4,1,1,7,1,98,76,114
4,1,14,7,0,1501,16,1501
4,1,14,7,1,730,243,1501
4,1,14,7,2,907,268,1501
4,1,14,7,7,1722,399,1501
4,1,27,7,0,2889,16,2889
4,1,27,7,1,1228,403,2889
4,1,27,7,3,1874,460,2889
4,2,18,7,0,3582,25,3582
4,2,18,7,1,770,324,3582
4,2,18,7,2,1040,350,3582
4,2,18,7,3,1173,382,3582
4,2,18,7,6,1815,461,3582
4,4,5,7,0,2186,43,2186
4,4,5,7,1,401,173,2186
4,4,5,7,5,911,286,2186
4,4,10,7,0,4250,43,4250
4,4,10,7,1,645,247,4250
4,4,10,7,2,864,274,4250
4,4,10,7,5,1425,361,4250
4,7,1,7,0,821,70,821
4,7,1,7,1,199,137,821
4,10,5,7,0,5562,97,5562
4,10,5,7,1,451,236,5562
4,10,5,7,5,825,356,5562
4,14,4,7,0,6340,133,6340
4,14,4,7,1,448,254,6340
4,14,4,7,2,550,282,6340
4,14,4,7,4,699,345,6340
4,21,3,7,0,7141,196,7141
4,21,3,7,1,529,307,7141
4,21,3,7,3,698,373,7141
4,22,2,7,0,4980,205,4980
4,22,2,7,1,475,297,4980
4,22,2,7,2,532,326,4980
4,23,3,7,0,7738,214,7738
4,23,3,7,1,556,326,7738
4,23,3,7,3,726,391,7738
4,1,1,8,0,124,16,124
4,1,1,8,1,103,80,124
4,1,7,8,0,842,16,842
4,1,7,8,1,352,165,842
4,1,7,8,7,931,342,842
4,1,14,8,0,1619,16,1619
4,1,14,8,1,614,260,1619
4,1,14,8,2,840,288,1619
4,1,14,8,7,1523,434,1619
4,1,27,8,0,3118,16,3118
4,1,27,8,1,1102,433,3118
4,1,27,8,3,1827,496,3118
4,7,7,8,0,6062,70,6062
4,7,7,8,1,493,240,6062
4,7,7,8,7,1146,428,6062
4,15,2,8,0,3831,142,3831
4,15,2,8,1,375,234,3831
4,15,2,8,2,432,265,3831
4,18,1,8,0,2369,169,2369
4,18,1,8,1,373,248,2369
4,18,2,8,0,4562,169,4562
4,18,2,8,1,428,266,4562
4,18,2,8,2,485,298,4562
4,20,3,8,0,7703,187,7703
4,20,3,8,1,517,304,7703
4,20,3,8,3,699,376,7703
4,21,2,8,0,5311,196,5311
4,21,2,8,1,469,293,5311
4,21,2,8,2,526,325,5311
4,27,2,8,0,6783,250,6783
4,27,2,8,1,556,347,6783
4,27,2,8,2,618,379,6783
4,32,2,8,0,8287,295,8287
4,32,2,8,1,611,395,8287
4,32,2,8,2,706,428,8287
5,1,1,2,0,45,18,45
5,1,1,2,1,83,63,45
5,2,18,2,0,1141,29,1141
5,2,18,2,1,581,243,1141
5,2,18,2,2,765,255,1141
5,2,18,2,3,875,267,1141
5,2,18,2,6,1308,305,1141
5,2,27,2,0,1702,29,1702
5,2,27,2,1,829,324,1702
5,2,27,2,3,1323,349,1702
5,3,6,2,0,596,40,596
5,3,6,2,1,277,140,596
5,3,6,2,2,345,152,596
5,3,6,2,3,427,164,596
5,3,6,2,6,597,202,596
5,3,29,2,0,2795,40,2795
5,3,29,2,1,919,355,2795
5,5,31,2,0,5019,62,5019
5,5,31,2,1,1008,397,5019
5,8,8,2,0,2232,95,2232
5,8,8,2,1,482,224,2232
5,8,8,2,2,594,237,2232
5,8,8,2,4,790,264,2232
5,8,8,2,8,1171,319,2232
5,10,16,2,0,5553,117,5553
5,10,16,2,1,831,332,5553
5,10,16,2,2,1017,345,5553
5,10,16,2,4,1351,372,5553
5,10,16,2,8,2024,427,5553
5,26,4,2,0,3891,293,3891
5,26,4,2,1,613,387,3891
5,26,4,2,2,671,401,3891
5,26,4,2,4,802,430,3891
5,28,6,2,0,6113,315,6113
5,28,6,2,1,728,435,6113
5,28,6,2,2,795,449,6113
5,28,6,2,3,869,463,6113
5,28,6,2,6,1102,507,6113
5,29,3,2,0,3359,326,3359
5,29,3,2,1,653,409,3359
5,29,3,2,3,762,437,3359
5,30,4,2,0,4487,337,4487
5,30,4,2,1,670,431,4487
5,30,4,2,2,729,445,4487
5,30,4,2,4,853,474,4487
5,1,1,3,0,63,18,63
5,1,1,3,1,84,65,63
5,4,6,3,0,1294,51,1294
5,4,6,3,1,319,167,1294
5,4,6,3,2,405,183,1294
5,4,6,3,3,509,199,1294
5,4,6,3,6,712,253,1294
5,6,2,3,0,684,73,684
5,6,2,3,1,218,139,684
5,6,2,3,2,255,155,684
5,6,6,3,0,1920,73,1920
5,6,6,3,1,362,191,1920
5,6,6,3,2,447,207,1920
5,6,6,3,3,548,223,1920
5,6,6,3,6,746,278,1920
5,6,10,3,0,3152,73,3152
5,6,10,3,1,499,238,3152
5,6,10,3,2,625,254,3152
5,6,10,3,5,914,304,3152
5,6,12,3,0,3765,73,3765
5,6,12,3,1,557,261,3765
5,6,12,3,2,756,277,3765
5,6,12,3,3,795,293,3765
5,6,12,3,4,949,310,3765
5,6,12,3,6,1117,349,3765
5,10,8,3,0,4394,117,4394
5,10,8,3,1,577,268,4394
5,10,8,3,2,698,285,4394
5,10,8,3,4,910,320,4394
5,10,8,3,8,1326,397,4394
5,20,5,3,0,5604,227,5604
5,20,5,3,1,597,349,5604
5,20,5,3,5,903,423,5604
5,21,2,3,0,2534,238,2534
5,21,2,3,1,477,314,2534
5,21,2,3,2,519,332,2534
5,22,4,3,0,4988,249,4988
5,22,4,3,1,577,355,4988
5,22,4,3,2,639,373,4988
5,22,4,3,4,792,410,4988
5,22,5,3,0,6189,249,6189
5,22,5,3,1,632,371,6189
5,22,5,3,5,937,445,6189
5,30,4,3,0,6845,337,6845
5,30,4,3,1,696,443,6845
5,30,4,3,2,764,461,6845
5,30,4,3,4,912,498,6845
5,1,1,4,0,81,18,81
5,1,1,4,1,89,69,81
5,2,10,4,0,1463,29,1463
5,2,10,4,1,423,193,1463
5,2,10,4,2,552,211,1463
5,2,10,4,5,847,270,1463
5,3,13,4,0,2836,40,2836
5,3,13,4,1,555,239,2836
5,3,23,4,0,4948,40,4948
5,3,23,4,1,858,353,4948
5,8,7,4,0,4260,95,4260
5,8,7,4,1,461,242,4260
5,8,7,4,7,1016,370,4260
5,9,1,4,0,765,106,765
5,9,1,4,1,245,168,765
5,9,5,4,0,3513,106,3513
5,9,5,4,1,427,228,3513
5,9,5,4,5,738,316,3513
5,18,4,4,0,5613,205,5613
5,18,4,4,1,521,318,5613
5,18,4,4,2,602,339,5613
5,18,4,4,4,792,382,5613
5,25,1,4,0,2146,282,2146
5,25,1,4,1,505,348,2146
5,26,3,4,0,6302,293,6302
5,26,3,4,1,616,392,6302
5,26,3,4,3,765,434,6302
5,29,3,4,0,6980,326,6980
5,29,3,4,1,684,425,6980
5,29,3,4,3,832,467,6980
5,32,3,4,0,7677,359,7677
5,32,3,4,1,708,462,7677
5,32,3,4,3,860,506,7677
5,1,1,5,0,102,18,102
5,1,1,5,1,94,73,102
5,1,16,5,0,1534,18,1534
5,1,16,5,1,591,249,1534
5,1,16,5,2,736,269,1534
5,1,16,5,4,1063,314,1534
5,1,16,5,8,1575,396,1534
5,1,24,5,0,2207,18,2207
5,1,24,5,1,843,341,2207
5,1,24,5,2,1140,361,2207
5,1,24,5,3,1306,381,2207
5,1,24,5,4,1573,407,2207
5,1,24,5,6,1862,447,2207
5,1,24,5,8,2472,489,2207
5,4,2,5,0,780,51,780
5,4,2,5,1,192,125,780
5,4,2,5,2,238,147,780
5,5,6,5,0,2916,62,2916
5,5,6,5,1,379,197,2916
5,5,6,5,2,484,219,2916
5,5,6,5,3,608,242,2916
5,5,6,5,6,852,315,2916
5,6,10,5,0,5670,73,5670
5,6,10,5,1,554,264,5670
5,6,10,5,2,707,286,5670
5,6,10,5,5,1056,360,5670
5,11,4,5,0,4347,128,4347
5,11,4,5,1,414,241,4347
5,11,4,5,2,514,264,4347
5,11,4,5,4,702,317,4347
5,18,2,5,0,3600,205,3600
5,18,2,5,1,444,291,3600
5,18,2,5,2,498,315,3600
5,24,3,5,0,7246,271,7246
5,24,3,5,1,601,376,7246
5,24,3,5,3,747,424,7246
5,25,2,5,0,5031,282,5031
5,25,2,5,1,556,368,5031
5,25,2,5,2,609,392,5031
5,26,3,5,0,7863,293,7863
5,26,3,5,1,629,398,7863
5,26,3,5,3,776,446,7863
5,32,2,5,0,6463,359,6463
5,32,2,5,1,662,448,6463
5,32,2,5,2,715,473,6463
5,1,1,6,0,132,18,132
5,1,1,6,1,99,77,132
5,1,7,6,0,869,18,869
5,1,7,6,1,389,156,869
5,1,7,6,7,1042,303,869
5,1,30,6,0,3805,18,3805
5,1,30,6,1,1363,440,3805
5,1,30,6,2,1706,463,3805
5,1,30,6,3,2035,493,3805
5,1,30,6,5,2660,539,3805
5,1,30,6,6,2959,563,3805
5,2,7,6,0,1604,29,1604
5,2,7,6,1,366,176,1604
5,2,7,6,7,932,326,1604
5,2,10,6,0,2341,29,2341
5,2,10,6,1,480,219,2341
5,2,10,6,2,635,243,2341
5,2,10,6,5,985,320,2341
5,2,20,6,0,4497,29,4497
5,2,20,6,1,841,353,4497
5,2,20,6,2,1189,377,4497
5,2,20,6,4,1551,432,4497
5,2,20,6,5,1666,455,4497
5,7,7,6,0,6017,84,6017
5,7,7,6,1,572,243,6017
5,7,7,6,7,1387,401,6017
5,12,2,6,0,3082,139,3082
5,12,2,6,1,353,225,3082
5,12,2,6,2,405,251,3082
5,14,3,6,0,5318,161,5318
5,14,3,6,1,438,266,5318
5,14,3,6,3,591,324,5318
5,26,2,6,0,6703,293,6703
5,26,2,6,1,578,384,6703
5,26,2,6,2,637,411,6703
5,29,2,6,0,7483,326,7483
5,29,2,6,1,639,417,7483
5,29,2,6,2,697,444,7483
5,32,2,6,0,8203,359,8203
5,32,2,6,1,668,453,8203
5,32,2,6,2,726,481,8203
5,1,1,7,0,139,18,139
5,1,1,7,1,104,81,139
5,1,7,7,0,949,18,949
5,1,7,7,1,353,166,949
5,1,7,7,7,926,331,949
5,1,20,7,0,2646,18,2646
5,1,20,7,1,831,343,2646
5,1,20,7,2,1213,369,2646
5,1,20,7,4,1541,427,2646
5,1,20,7,5,1664,452,2646
5,12,1,7,0,1824,139,1824
5,12,1,7,1,310,213,1824
5,14,3,7,0,6030,161,6030
5,14,3,7,1,448,272,6030
5,14,3,7,3,616,336,6030
5,15,2,7,0,4358,172,4358
5,15,2,7,1,402,263,4358
5,15,2,7,2,459,292,4358
5,16,3,7,0,6915,183,6915
5,16,3,7,1,480,298,6915
5,16,3,7,3,669,364,6915
5,18,2,7,0,5228,205,5228
5,18,2,7,1,461,301,5228
5,18,2,7,2,517,331,5228
5,18,3,7,0,7751,205,7751
5,18,3,7,1,518,321,7751
5,18,3,7,3,698,389,7751
5,23,1,7,0,3498,260,3498
5,23,1,7,1,492,338,3498
5,29,2,7,0,8473,326,8473
5,29,2,7,1,644,422,8473
5,29,2,7,2,708,452,8473
5,32,2,7,0,9403,359,9403
5,32,2,7,1,675,458,9403
5,32,2,7,2,769,489,9403
5,1,1,8,0,151,18,151
5,1,1,8,1,109,85,151
5,1,7,8,0,1064,18,1064
5,1,7,8,1,463,176,1064
5,1,7,8,7,1306,359,1064
5,1,32,8,0,4696,18,4696
5,1,32,8,1,1652,534,4696
5,1,32,8,2,2166,563,4696
5,1,32,8,4,2907,627,4696
5,1,32,8,8,4656,745,4696
5,2,10,8,0,2899,29,2899
5,2,10,8,1,535,245,2899
5,2,10,8,2,718,275,2899
5,2,10,8,5,1121,370,2899
5,6,4,8,0,3799,73,3799
5,6,4,8,1,350,200,3799
5,6,4,8,2,439,231,3799
5,6,4,8,4,617,299,3799
5,6,6,8,0,5578,73,5578
5,6,6,8,1,449,236,5578
5,6,6,8,2,582,267,5578
5,6,6,8,3,738,304,5578
5,6,6,8,6,1028,398,5578
5,12,1,8,0,1986,139,1986
5,12,1,8,1,314,217,1986
5,20,2,8,0,6541,227,6541
5,20,2,8,1,505,328,6541
5,20,2,8,2,590,361,6541
5,23,2,8,0,7556,260,7556
5,23,2,8,1,550,361,7556
5,23,2,8,2,645,394,7556
5,26,2,8,0,8477,293,8477
5,26,2,8,1,592,394,8477
5,26,2,8,2,691,427,8477
5,28,2,8,0,9091,315,9091
5,28,2,8,1,628,416,9091
5,28,2,8,2,721,449,9091
5,31,2,8,0,10177,348,10177
5,31,2,8,1,671,449,10177
5,31,2,8,2,767,482,10177
6,1,1,2,0,52,20,52
6,1,1,2,1,87,66,52
6,2,17,2,0,1215,33,1215
6,2,17,2,1,571,239,1215
6,2,25,2,0,1767,33,1767
6,2,25,2,1,790,311,1767
6,2,25,2,5,1617,361,1767
6,3,22,2,0,2372,46,2372
6,3,22,2,1,726,299,2372
6,3,22,2,2,1025,311,2372
6,4,27,2,0,4103,59,4103
6,4,27,2,1,1146,385,4103
6,4,27,2,3,1643,412,4103
6,7,2,2,0,633,98,633
6,7,2,2,1,266,160,633
6,7,2,2,2,307,173,633
6,14,6,2,0,3534,189,3534
6,14,6,2,1,583,308,3534
6,14,6,2,2,657,322,3534
6,14,6,2,3,744,336,3534
6,14,6,2,6,956,380,3534
6,20,7,2,0,5857,267,5857
6,20,7,2,1,825,407,5857
6,20,7,2,7,1445,500,5857
6,21,6,2,0,5268,280,5268
6,21,6,2,1,784,407,5268
6,21,6,2,2,877,422,5268
6,21,6,2,3,1006,438,5268
6,21,6,2,6,1280,485,5268
6,22,3,2,0,2951,293,2951
6,22,3,2,1,660,381,2951
