TermBits,InChannels,ClassCount,WeightBits,DSPCount,LC,FF,LC_dsp0
6,22,3,2,3,792,411,2951
6,22,5,2,0,4696,293,4696
6,22,5,2,1,778,408,4696
6,22,5,2,5,1112,470,4696
6,30,5,2,0,6423,397,6423
6,30,5,2,1,932,513,6423
6,30,5,2,5,1298,574,6423
6,1,1,3,0,72,20,72
6,1,1,3,1,92,70,72
6,1,31,3,0,1867,20,1867
6,1,31,3,1,1206,385,1867
6,3,14,3,0,2469,46,2469
6,3,14,3,1,597,255,2469
6,3,14,3,2,784,271,2469
6,3,14,3,7,1342,359,2469
6,3,24,3,0,4233,46,4233
6,3,24,3,1,902,369,4233
6,3,24,3,2,1196,385,4233
6,3,24,3,3,1360,401,4233
6,3,24,3,4,1613,418,4233
6,3,24,3,6,1913,457,4233
6,3,24,3,8,2517,491,4233
6,3,28,3,0,4859,46,4859
6,3,28,3,1,1044,413,4859
6,3,28,3,2,1397,429,4859
6,3,28,3,4,1920,462,4859
6,3,28,3,7,2319,518,4859
6,5,4,3,0,1270,72,1270
6,5,4,3,1,324,170,1270
6,5,4,3,2,394,187,1270
6,5,4,3,4,526,222,1270
6,5,10,3,0,3061,72,3061
6,5,10,3,1,638,249,3061
6,5,10,3,2,755,266,3061
6,5,10,3,5,1211,319,3061
6,6,15,3,0,5463,85,5463
6,6,15,3,1,908,323,5463
6,6,15,3,3,1165,357,5463
6,6,15,3,5,1596,393,5463
6,9,1,3,0,672,124,672
6,9,1,3,1,297,185,672
6,14,4,3,0,3668,189,3668
6,14,4,3,1,527,294,3668
6,14,4,3,2,615,312,3668
6,14,4,3,4,729,349,3668
6,20,5,3,0,6650,267,6650
6,20,5,3,1,793,396,6650
6,20,5,3,5,1284,474,6650
6,23,4,3,0,6086,306,6086
6,23,4,3,1,746,418,6086
6,23,4,3,2,829,437,6086
6,23,4,3,4,1018,476,6086
6,1,1,4,0,93,20,93
6,1,1,4,1,97,74,93
6,1,18,4,0,1492,20,1492
6,1,18,4,1,670,276,1492
6,1,18,4,2,894,294,1492
6,1,18,4,3,1027,312,1492
6,1,18,4,6,1557,372,1492
6,2,22,4,0,3488,33,3488
6,2,22,4,1,1025,357,3488
6,2,22,4,2,1319,376,3488
6,3,3,4,0,787,46,787
6,3,3,4,1,239,132,787
6,3,3,4,3,367,170,787
6,5,13,4,0,5558,72,5558
6,5,13,4,1,686,302,5558
6,9,6,4,0,4881,124,4881
6,9,6,4,1,582,267,4881
6,9,6,4,2,754,288,4881
6,9,6,4,3,836,310,4881
6,9,6,4,6,1200,381,4881
6,14,5,4,0,6255,189,6255
6,14,5,4,1,667,319,6255
6,14,5,4,5,1168,410,6255
6,15,2,4,0,2840,202,2840
6,15,2,4,1,477,282,2840
6,15,2,4,2,521,303,2840
6,21,1,4,0,2134,280,2134
6,21,1,4,1,567,349,2134
6,22,2,4,0,4173,293,4173
6,22,2,4,1,630,378,4173
6,22,2,4,2,687,400,4173
6,25,3,4,0,6946,332,6946
6,25,3,4,1,765,436,6946
6,25,3,4,3,911,480,6946
6,27,3,4,0,7627,358,7627
6,27,3,4,1,808,462,7627
6,27,3,4,3,964,506,7627
6,1,1,5,0,113,20,113
6,1,1,5,1,102,78,113
6,1,7,5,0,754,20,754
6,1,7,5,1,392,157,754
6,1,7,5,7,1039,292,754
6,1,21,5,0,2188,20,2188
6,1,21,5,1,953,333,2188
6,1,21,5,3,1580,375,2188
6,1,21,5,7,2530,466,2188
6,1,27,5,0,2841,20,2841
6,1,27,5,1,1265,405,2841
6,1,27,5,3,1877,448,2841
6,2,17,5,0,3542,33,3542
6,2,17,5,1,754,317,3542
6,2,27,5,0,5597,33,5597
6,2,27,5,1,1122,447,5597
6,2,27,5,3,1831,492,5597
6,3,14,5,0,4288,46,4288
6,3,14,5,1,670,289,4288
6,3,14,5,2,898,311,4288
6,3,14,5,7,1563,429,4288
6,5,9,5,0,4921,72,4921
6,5,9,5,1,657,261,4921
6,5,9,5,3,1050,307,4921
6,12,1,5,0,1471,163,1471
6,12,1,5,1,373,232,1471
6,20,3,5,0,6956,267,6956
6,20,3,5,1,661,376,6956
6,20,3,5,3,815,427,6956
6,22,3,5,0,7640,293,7640
6,22,3,5,1,709,403,7640
6,22,3,5,3,862,453,7640
6,27,2,5,0,6253,358,6253
6,27,2,5,1,755,448,6253
6,27,2,5,2,809,473,6253
6,1,1,6,0,144,20,144
6,1,1,6,1,107,82,144
6,1,7,6,0,953,20,953
6,1,7,6,1,356,167,953
6,1,7,6,7,923,320,953
6,2,7,6,0,1854,33,1854
6,2,7,6,1,485,189,1854
6,2,7,6,7,1309,345,1854
6,2,17,6,0,4434,33,4434
6,2,17,6,1,1013,337,4434
6,5,4,6,0,2773,72,2773
6,5,4,6,1,348,191,2773
6,5,4,6,2,430,217,2773
6,5,4,6,4,594,275,2773
6,12,2,6,0,3533,163,3533
6,12,2,6,1,431,253,3533
6,12,2,6,2,484,280,3533
6,14,3,6,0,6104,189,6104
6,14,3,6,1,543,299,6104
6,14,3,6,3,693,359,6104
6,16,3,6,0,6990,215,6990
6,16,3,6,1,566,329,6990
6,16,3,6,3,757,391,6990
6,18,2,6,0,5291,241,5291
6,18,2,6,1,561,336,5291
6,18,2,6,2,622,364,5291
6,26,2,6,0,7723,345,7723
6,26,2,6,1,738,440,7723
6,26,2,6,2,801,468,7723
6,29,2,6,0,8627,384,8627
6,29,2,6,1,818,479,8627
6,29,2,6,2,880,507,8627
6,32,2,6,0,9569,423,9569
6,32,2,6,1,857,521,9569
6,32,2,6,2,950,550,9569
6,1,1,7,0,174,20,174
6,1,1,7,1,112,86,174
6,2,6,7,0,1970,33,1970
6,2,6,7,1,367,184,1970
6,2,6,7,2,490,212,1970
6,2,6,7,3,636,244,1970
6,2,6,7,6,857,329,1970
6,6,1,7,0,1069,85,1069
6,6,1,7,1,241,158,1069
6,8,2,7,0,2802,111,2802
6,8,2,7,1,329,204,2802
6,8,2,7,2,390,234,2802
6,8,4,7,0,5452,111,5452
6,8,4,7,1,429,242,5452
6,8,4,7,2,541,272,5452
6,8,4,7,4,712,338,5452
6,13,2,7,0,4567,176,4567
6,13,2,7,1,459,271,4567
6,13,2,7,2,520,301,4567
6,14,3,7,0,7137,189,7137
6,14,3,7,1,541,305,7137
6,14,3,7,3,718,371,7137
6,19,2,7,0,6380,254,6380
6,19,2,7,1,594,354,6380
6,19,2,7,2,684,385,6380
6,21,1,7,0,3687,280,3687
6,21,1,7,1,580,361,3687
6,23,2,7,0,8132,306,8132
6,23,2,7,1,685,406,8132
6,23,2,7,2,778,437,8132
6,26,2,7,0,8767,345,8767
6,26,2,7,1,745,445,8767
6,26,2,7,2,838,476,8767
6,29,2,7,0,9823,384,9823
6,29,2,7,1,822,484,9823
6,29,2,7,2,920,515,9823
6,1,1,8,0,190,20,190
6,1,1,8,1,117,90,190
6,2,3,8,0,1123,33,1123
6,2,3,8,1,250,141,1123
6,2,3,8,3,424,206,1123
6,2,8,8,0,2872,33,2872
6,2,8,8,1,468,225,2872
6,2,8,8,2,639,256,2872
6,2,8,8,4,873,323,2872
6,2,8,8,8,1348,449,2872
6,2,14,8,0,4711,33,4711
6,2,14,8,1,749,325,4711
6,2,14,8,2,1027,356,4711
6,2,14,8,7,1857,518,4711
6,5,4,8,0,3791,72,3791
6,5,4,8,1,373,205,3791
6,5,4,8,2,468,237,3791
6,5,4,8,4,657,307,3791
6,5,6,8,0,5601,72,5601
6,5,6,8,1,477,242,5601
6,5,6,8,2,617,274,5601
6,5,6,8,3,786,313,5601
6,5,6,8,6,1028,410,5601
6,10,1,8,0,2030,137,2030
6,10,1,8,1,338,218,2030
6,13,3,8,0,7547,176,7547
6,13,3,8,1,613,298,7547
6,13,3,8,3,840,370,7547
6,22,2,8,0,8682,293,8682
6,22,2,8,1,662,398,8682
6,22,2,8,2,730,432,8682
6,25,2,8,0,9431,332,9431
6,25,2,8,1,730,437,9431
6,25,2,8,2,803,471,9431
6,27,2,8,0,10161,358,10161
6,27,2,8,1,773,463,10161
6,27,2,8,2,837,497,10161
6,32,1,8,0,6512,423,6512
6,32,1,8,1,809,510,6512
7,1,1,2,0,57,22,57
7,1,1,2,1,89,69,57
7,1,15,2,0,643,22,643
7,1,15,2,1,495,206,643
7,1,15,2,3,759,231,643
7,1,15,2,5,1004,256,643
7,2,15,2,0,1206,37,1206
7,2,15,2,1,667,238,1206
7,2,15,2,3,1014,265,1206
7,2,15,2,5,1338,292,1206
7,4,17,2,0,2929,67,2929
7,4,17,2,1,709,312,2929
7,4,24,2,0,4083,67,4083
7,4,24,2,1,913,389,4083
7,4,24,2,2,1191,403,4083
7,4,24,2,3,1366,417,4083
7,4,24,2,4,1624,432,4083
7,4,24,2,6,1923,461,4083
7,4,24,2,8,2506,491,4083
7,10,5,2,0,2355,157,2355
7,10,5,2,1,519,271,2355
7,10,5,2,5,874,333,2355
7,12,3,2,0,1770,187,1770
7,12,3,2,1,463,274,1770
7,12,3,2,3,591,304,1770
7,15,5,2,0,3489,232,3489
7,15,5,2,1,653,347,3489
7,15,5,2,5,996,408,3489
7,18,7,2,0,5803,277,5803
7,18,7,2,1,773,425,5803
7,18,7,2,7,1304,525,5803
7,22,5,2,0,5224,337,5224
7,22,5,2,1,797,459,5224
7,22,5,2,5,1098,525,5224
7,24,4,2,0,4623,367,4623
7,24,4,2,1,782,473,4623
7,24,4,2,2,853,489,4623
7,24,4,2,4,993,522,4623
7,27,5,2,0,6371,412,6371
7,27,5,2,1,882,535,6371
7,27,5,2,5,1170,600,6371
7,1,1,3,0,80,22,80
7,1,1,3,1,98,75,80
7,2,21,3,0,2710,37,2710
7,2,21,3,1,972,348,2710
7,2,21,3,3,1526,382,2710
7,2,21,3,7,2527,458,2710
7,3,17,3,0,3365,52,3365
7,3,17,3,1,915,316,3365
7,3,27,3,0,5332,52,5332
7,3,27,3,1,1290,437,5332
7,3,27,3,3,1873,471,5332
7,9,1,3,0,744,142,744
7,9,1,3,1,313,206,744
7,9,2,3,0,1381,142,1381
7,9,2,3,1,360,221,1381
7,9,2,3,2,407,240,1381
7,11,5,3,0,4023,172,4023
7,11,5,3,1,626,300,4023
7,11,5,3,5,1096,378,4023
7,12,7,3,0,6029,187,6029
7,12,7,3,1,738,344,6029
7,12,7,3,7,1515,467,6029
7,16,4,3,0,4696,247,4696
7,16,4,3,1,616,363,4696
7,16,4,3,2,683,383,4696
7,16,4,3,4,855,424,4696
7,24,1,3,0,2048,367,2048
7,24,1,3,1,682,435,2048
7,29,3,3,0,6629,442,6629
7,29,3,3,1,923,545,6629
7,29,3,3,3,1069,585,6629
7,32,3,3,0,7293,487,7293
7,32,3,3,1,962,594,7293
7,32,3,3,3,1125,636,7293
7,1,1,4,0,104,22,104
7,1,1,4,1,103,79,104
7,7,1,4,0,780,112,780
7,7,1,4,1,260,176,780
7,7,2,4,0,1460,112,1460
7,7,2,4,1,304,191,1460
7,7,2,4,2,352,212,1460
7,7,3,4,0,2149,112,2149
7,7,3,4,1,361,209,2149
7,7,3,4,3,516,251,2149
7,7,4,4,0,2808,112,2808
7,7,4,4,1,391,223,2808
7,7,4,4,2,492,244,2808
7,7,4,4,4,662,287,2808
7,7,6,4,0,4178,112,4178
7,7,6,4,1,547,255,4178
7,7,6,4,2,719,276,4178
7,7,6,4,3,801,297,4178
7,7,6,4,6,1160,367,4178
7,8,6,4,0,4866,127,4866
7,8,6,4,1,507,277,4866
7,8,6,4,2,627,299,4866
7,8,6,4,3,774,321,4866
7,8,6,4,6,1044,394,4866
7,15,4,4,0,6223,232,6223
7,15,4,4,1,603,350,6223
7,15,4,4,2,681,372,6223
7,15,4,4,4,855,417,6223
7,16,2,4,0,3483,247,3483
7,16,2,4,1,527,334,3483
7,16,2,4,2,580,357,3483
7,22,3,4,0,6863,337,6863
7,22,3,4,1,741,446,6863
7,22,3,4,3,905,492,6863
7,24,3,4,0,7589,367,7589
7,24,3,4,1,791,476,7589
7,24,3,4,3,949,522,7589
7,26,2,4,0,5535,397,5535
7,26,2,4,1,776,486,5535
7,26,2,4,2,827,509,5535
7,1,1,5,0,127,22,127
7,1,1,5,1,108,83,127
7,1,7,5,0,843,22,843
7,1,7,5,1,357,168,843
7,1,7,5,7,918,309,843
7,1,27,5,0,3126,22,3126
7,1,27,5,1,1106,436,3126
7,1,27,5,3,1815,481,3126
7,2,7,5,0,1625,37,1625
7,2,7,5,1,487,192,1625
7,2,7,5,7,1325,336,1625
7,4,11,5,0,5290,67,5290
7,4,11,5,1,642,296,5290
7,10,3,5,0,3850,157,3850
7,10,3,5,1,448,265,3850
7,10,3,5,3,622,316,3850
7,12,3,5,0,4597,187,4597
7,12,3,5,1,513,296,4597
7,12,3,5,3,660,346,4597
7,12,4,5,0,6049,187,6049
7,12,4,5,1,551,312,6049
7,12,4,5,2,647,337,6049
7,12,4,5,4,857,394,6049
7,17,1,5,0,2349,262,2349
7,17,1,5,1,519,338,2349
7,26,2,5,0,6849,397,6849
7,26,2,5,1,786,491,6849
7,26,2,5,2,847,517,6849
7,29,2,5,0,7656,442,7656
7,29,2,5,1,868,536,7656
7,29,2,5,2,935,562,7656
7,32,2,5,0,8324,487,8324
7,32,2,5,1,917,584,8324
7,32,2,5,2,1012,611,8324
7,1,1,6,0,167,22,167
7,1,1,6,1,113,87,167
7,1,7,6,0,1070,22,1070
7,1,7,6,1,467,178,1070
7,1,7,6,7,1300,337,1070
7,1,13,6,0,1943,22,1943
7,1,13,6,1,780,266,1943
7,1,19,6,0,2861,22,2861
7,1,19,6,1,1064,354,2861
7,6,4,6,0,3764,97,3764
7,6,4,6,1,389,222,3764
7,6,4,6,2,478,249,3764
7,6,4,6,4,650,309,3764
7,7,5,6,0,5489,112,5489
7,7,5,6,1,488,257,5489
7,7,5,6,5,873,371,5489
7,10,4,6,0,6435,157,6435
7,10,4,6,1,506,289,6435
7,10,4,6,2,609,317,6435
7,10,4,6,4,833,380,6435
7,15,3,6,0,7278,232,7278
7,15,3,6,1,595,347,7278
7,15,3,6,3,765,409,7278
7,25,2,6,0,8259,382,8259
7,25,2,6,1,772,481,8259
7,25,2,6,2,851,510,8259
7,27,1,6,0,4618,412,4618
7,27,1,6,1,711,492,4618
7,27,2,6,0,8935,412,8935
7,27,2,6,1,769,511,8935
7,27,2,6,2,866,540,8935
7,30,2,6,0,9945,457,9945
7,30,2,6,1,868,556,9945
7,30,2,6,2,966,585,9945
7,1,1,7,0,195,22,195
7,1,1,7,1,118,91,195
7,1,11,7,0,2021,22,2021
7,1,11,7,1,573,252,2021
7,1,22,7,0,3812,22,3812
7,1,22,7,1,1018,421,3812
7,1,22,7,2,1498,449,3812
7,2,3,7,0,1104,37,1104
7,2,3,7,1,252,144,1104
7,2,3,7,3,426,205,1104
7,2,8,7,0,2930,37,2930
7,2,8,7,1,470,228,2930
7,2,8,7,2,640,257,2930
7,2,8,7,4,873,320,2930
7,2,8,7,8,1347,438,2930
7,2,13,7,0,4727,37,4727
7,2,13,7,1,717,312,4727
7,6,5,7,0,5575,97,5575
7,6,5,7,1,471,249,5575
7,6,5,7,5,889,376,5575
7,11,3,7,0,6426,172,6426
7,11,3,7,1,598,293,6426
7,11,3,7,3,809,361,6426
7,13,3,7,0,7200,202,7200
7,13,3,7,1,630,323,7200
7,13,3,7,3,837,391,7200
7,22,2,7,0,8328,337,8328
7,22,2,7,1,701,441,8328
7,22,2,7,2,759,473,8328
7,23,2,7,0,9071,352,9071
7,23,2,7,1,722,456,9071
7,23,2,7,2,794,488,9071
7,27,2,7,0,10153,412,10153
7,27,2,7,1,775,516,10153
7,27,2,7,2,840,548,10153
7,1,1,8,0,215,22,215
7,1,1,8,1,123,95,215
7,1,19,8,0,3772,22,3772
7,1,19,8,1,961,398,3772
7,5,1,8,0,1108,82,1108
7,5,1,8,1,225,162,1108
7,9,1,8,0,2021,142,2021
7,9,1,8,1,343,226,2021
7,11,3,8,0,7138,172,7138
7,11,3,8,1,528,299,7138
7,11,3,8,3,730,373,7138
7,12,3,8,0,7924,187,7924
7,12,3,8,1,545,314,7924
7,12,3,8,3,746,388,7924
7,13,1,8,0,2913,202,2913
7,13,1,8,1,442,286,2913
7,20,1,8,0,4601,307,4601
7,20,1,8,1,612,395,4601
7,21,2,8,0,9047,322,9047
7,21,2,8,1,689,431,9047
7,21,2,8,2,780,466,9047
7,23,2,8,0,9901,352,9901
7,23,2,8,1,726,461,9901
7,23,2,8,2,820,496,9901
7,24,1,8,0,5458,367,5458
7,24,1,8,1,708,455,5458
7,28,1,8,0,6378,427,6378
7,28,1,8,1,789,515,6378
8,1,1,2,0,59,24,59
8,1,1,2,1,92,74,59
8,1,14,2,0,656,24,656
8,1,14,2,1,586,215,656
8,1,14,2,2,798,228,656
8,1,14,2,7,1519,296,656
8,3,9,2,0,1258,58,1258
8,3,9,2,1,450,211,1258
8,3,9,2,3,711,240,1258
8,3,18,2,0,2447,58,2447
8,3,18,2,1,733,314,2447
8,3,18,2,2,954,328,2447
8,3,18,2,3,1087,343,2447
8,3,18,2,6,1606,387,2447
8,3,27,2,0,3675,58,3675
8,3,27,2,1,1029,414,3675
8,3,27,2,3,1609,442,3675
8,4,16,2,0,3053,75,3053
8,4,16,2,1,863,323,3053
8,4,16,2,2,1052,338,3053
8,4,16,2,4,1434,369,3053
8,4,16,2,8,2160,432,3053
8,5,21,2,0,4863,92,4863
8,5,21,2,1,1061,405,4863
8,5,21,2,3,1690,436,4863
8,5,21,2,7,2604,498,4863
8,9,4,2,0,1849,160,1849
8,9,4,2,1,452,265,1849
8,9,4,2,2,543,281,1849
8,9,4,2,4,700,314,1849
8,20,4,2,0,4255,347,4255
8,20,4,2,1,748,459,4255
8,20,4,2,2,823,476,4255
8,20,4,2,4,998,511,4255
8,21,5,2,0,5450,364,5450
8,21,5,2,1,886,493,5450
8,21,5,2,5,1373,563,5450
8,23,5,2,0,6051,398,6051
8,23,5,2,1,940,527,6051
8,23,5,2,5,1435,597,6051
8,31,4,2,0,6647,534,6647
8,31,4,2,1,1018,646,6647
8,31,4,2,2,1105,663,6647
8,31,4,2,4,1289,698,6647
8,1,1,3,0,85,24,85
8,1,1,3,1,101,80,85
8,1,10,3,0,761,24,761
8,1,10,3,1,539,199,761
8,1,10,3,2,657,216,761
8,1,10,3,5,1087,268,761
8,1,27,3,0,2113,24,2113
8,1,27,3,1,1231,407,2113
8,1,27,3,3,1815,442,2113
8,3,25,3,0,5511,58,5511
8,3,25,3,1,1100,446,5511
8,3,25,3,5,2275,519,5511
8,4,16,3,0,4843,75,4843
8,4,16,3,1,1002,359,4843
8,4,16,3,2,1250,378,4843
8,4,16,3,4,1681,417,4843
8,4,16,3,8,2655,501,4843
8,5,11,3,0,4162,92,4162
8,5,11,3,1,763,307,4162
8,6,3,3,0,1439,109,1439
8,6,3,3,1,343,205,1439
8,6,3,3,3,468,243,1439
8,11,3,3,0,2799,194,2799
8,11,3,3,1,504,296,2799
8,11,3,3,3,649,336,2799
8,14,3,3,0,3497,245,3497
8,14,3,3,1,568,347,3497
8,14,3,3,3,713,387,3497
8,19,4,3,0,6184,330,6184
8,19,4,3,1,749,454,6184
8,19,4,3,2,824,475,6184
8,19,4,3,4,1005,518,6184
8,21,4,3,0,6882,364,6882
8,21,4,3,1,800,488,6882
8,21,4,3,2,877,509,6882
8,21,4,3,4,1064,552,6882
8,30,3,3,0,7560,517,7560
8,30,3,3,1,975,625,7560
8,30,3,3,3,1136,667,7560
8,1,1,4,0,113,24,113
8,1,1,4,1,106,84,113
8,1,7,4,0,772,24,772
8,1,7,4,1,355,169,772
8,1,7,4,7,910,298,772
8,1,21,4,0,2199,24,2199
8,1,21,4,1,874,359,2199
8,1,21,4,3,1417,399,2199
8,1,21,4,7,2353,486,2199
8,2,7,4,0,1486,41,1486
8,2,7,4,1,489,195,1486
8,2,7,4,7,1291,327,1486
8,3,9,4,0,2872,58,2872
8,3,9,4,1,625,245,2872
8,3,9,4,3,1000,288,2872
8,4,10,4,0,4254,75,4254
8,4,10,4,1,600,288,4254
8,4,10,4,2,777,310,4254
8,4,10,4,5,1171,382,4254
8,4,13,4,0,5665,75,5665
8,4,13,4,1,734,333,5665
8,8,4,4,0,3597,143,3597
8,8,4,4,1,444,265,3597
8,8,4,4,2,539,288,3597
8,8,4,4,4,697,335,3597
8,14,4,4,0,6307,245,6307
8,14,4,4,1,616,369,6307
8,14,4,4,2,725,392,6307
8,14,4,4,4,868,439,6307
8,21,2,4,0,4944,364,4944
8,21,2,4,1,698,457,4944
8,21,2,4,2,756,481,4944
8,29,2,4,0,6999,500,6999
8,29,2,4,1,920,593,6999
8,29,2,4,2,982,617,6999
8,32,2,4,0,7713,551,7713
8,32,2,4,1,959,647,7713
8,32,2,4,2,1051,672,7713
8,1,1,5,0,137,24,137
8,1,1,5,1,111,88,137
8,1,7,5,0,929,24,929
8,1,7,5,1,465,179,929
8,1,7,5,7,1266,326,929
8,10,3,5,0,4272,177,4272
8,10,3,5,1,479,290,4272
8,10,3,5,3,658,343,4272
8,12,1,5,0,1790,211,1790
8,12,1,5,1,422,286,1790
8,12,2,5,0,3447,211,3447
8,12,2,5,1,478,304,3447
8,12,2,5,2,537,330,3447
8,12,3,5,0,5097,211,5097
8,12,3,5,1,541,325,5097
8,12,3,5,3,713,377,5097
8,14,3,5,0,5889,245,5889
8,14,3,5,1,590,359,5889
8,14,3,5,3,755,411,5889
8,16,3,5,0,6786,279,6786
8,16,3,5,1,716,397,6786
8,16,3,5,3,927,451,6786
8,17,1,5,0,2597,296,2597
8,17,1,5,1,561,375,2597
8,18,3,5,0,7502,313,7502
8,18,3,5,1,778,432,7502
8,18,3,5,3,978,487,7502
8,29,2,5,0,8423,500,8423
8,29,2,5,1,930,598,8423
8,29,2,5,2,1026,625,8423
8,32,2,5,0,9233,551,9233
8,32,2,5,1,975,652,9233
8,32,2,5,2,1023,680,9233
8,1,1,6,0,178,24,178
8,1,1,6,1,116,92,178
8,3,2,6,0,1039,58,1039
8,3,2,6,1,227,146,1039
8,3,2,6,2,283,173,1039
8,3,11,6,0,5471,58,5471
8,3,11,6,1,666,302,5471
8,7,3,6,0,3726,126,3726
8,7,3,6,1,409,240,3726
8,7,3,6,3,589,301,3726
8,9,4,6,0,6332,160,6332
8,9,4,6,1,622,298,6332
8,9,4,6,2,760,327,6332
8,9,4,6,4,986,392,6332
8,10,1,6,0,1900,177,1900
8,10,1,6,1,369,256,1900
8,15,1,6,0,2840,262,2840
8,15,1,6,1,501,341,2840
8,20,2,6,0,7329,347,7329
8,20,2,6,1,692,450,7329
8,20,2,6,2,751,480,7329
8,22,2,6,0,8068,381,8068
8,22,2,6,1,737,484,8068
8,22,2,6,2,801,514,8068
8,24,1,6,0,4593,415,4593
8,24,1,6,1,731,498,4593
8,25,2,6,0,9176,432,9176
8,25,2,6,1,818,535,9176
8,25,2,6,2,878,565,9176
8,27,2,6,0,9889,466,9889
8,27,2,6,1,872,569,9889
8,27,2,6,2,937,599,9889
8,1,1,7,0,207,24,207
8,1,1,7,1,121,96,207
8,1,14,7,0,2736,24,2736
8,1,14,7,1,731,315,2736
8,1,14,7,2,1010,344,2736
8,1,14,7,7,1825,495,2736
8,1,28,7,0,5370,24,5370
8,1,28,7,1,1352,543,5370
8,1,28,7,2,1860,572,5370
8,1,28,7,4,2618,636,5370
8,1,28,7,7,3204,724,5370
8,2,12,7,0,4524,41,4524
8,2,12,7,1,692,314,4524
8,2,12,7,2,1002,344,4524
8,2,12,7,3,1068,379,4524
8,2,12,7,4,1306,410,4524
8,2,12,7,6,1562,470,4524
8,3,6,7,0,3627,58,3627
8,3,6,7,1,445,227,3627
8,3,6,7,2,583,257,3627
8,3,6,7,3,743,292,3627
8,3,6,7,6,1056,383,3627
8,5,1,7,0,1060,92,1060
8,5,1,7,1,232,171,1060
8,5,6,7,0,6181,92,6181
8,5,6,7,1,619,269,6181
8,5,6,7,2,787,300,6181
8,5,6,7,3,955,338,6181
8,5,6,7,6,1429,432,6181
8,9,1,7,0,1977,160,1977
8,9,1,7,1,356,243,1977
8,11,3,7,0,7121,194,7121
8,11,3,7,1,544,320,7121
8,11,3,7,3,747,390,7121
8,12,3,7,0,7703,211,7703
8,12,3,7,1,563,337,7703
8,12,3,7,3,761,407,7703
8,21,2,7,0,8752,364,8752
8,21,2,7,1,720,472,8752
8,21,2,7,2,810,505,8752
8,23,2,7,0,9613,398,9613
8,23,2,7,1,774,506,9613
8,23,2,7,2,868,539,9613
8,1,1,8,0,233,24,233
8,1,1,8,1,126,100,233
8,1,5,8,0,1141,24,1141
8,1,5,8,1,345,175,1141
8,1,5,8,5,773,310,1141
8,1,9,8,0,2101,24,2101
8,1,9,8,1,542,247,2101
8,1,9,8,3,958,315,2101
8,3,7,8,0,4792,58,4792
8,3,7,8,1,652,254,4792
8,3,7,8,7,1781,459,4792
8,8,2,8,0,3861,143,3861
8,8,2,8,1,376,249,3861
8,8,2,8,2,466,284,3861
8,8,3,8,0,5675,143,5675
8,8,3,8,1,450,273,5675
8,8,3,8,3,665,348,5675
8,12,1,8,0,2953,211,2953
8,12,1,8,1,433,298,2953
8,18,2,8,0,8456,313,8456
8,18,2,8,1,653,426,8456
8,18,2,8,2,726,462,8456
8,20,2,8,0,9421,347,9421
8,20,2,8,1,710,460,9421
8,20,2,8,2,767,496,9421
8,21,2,8,0,10278,364,10278
8,21,2,8,1,725,477,10278
8,21,2,8,2,797,513,10278
8,27,1,8,0,6580,466,6580
8,27,1,8,1,822,557,6580
8,31,1,8,0,7588,534,7588
8,31,1,8,1,911,625,7588
